CustomerId,TransactionCount,TotalAmount,AvgAmount,StdAmount,Amount_min,Amount_max,Value_sum,Value_mean,Value_std,TransactionHour_mean,HasFraud,PrimaryChannel,PrimaryCategory,PrimaryPricing,PrimaryCurrency,PrimaryChannel_Encoded,PrimaryCategory_Encoded,PrimaryPricing_Encoded,PrimaryCurrency_Encoded,PrimaryChannel_WoE,PrimaryCategory_WoE,PrimaryPricing_WoE
CustomerId_1033,-0.2431409272452387,-0.06286028865208804,-0.09089287294194497,742.4621202458749,-50.0,1000.0,1050,525.0,671.7514421272201,-0.9144678759162355,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1034,-0.09868690360528809,-0.04830053577355403,-0.07862670756642846,7896.613345816885,-5000.0,28000.0,63752,3984.5,7657.736044898214,-0.4489786053100021,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1036,-0.23282278269952794,-0.0632283495469395,-0.09382510322903007,1000.4165798972613,-1000.0,1000.0,2050,683.3333333333334,548.4827557301445,-0.9144678759162355,0,ChannelId_2,financial_services,2,UGX,1,2,2,0,0.929436056385569,-0.29348339401586754,-0.0016632675654343922
CustomerId_1038,-0.21218649360810643,-0.05621678950001921,-0.07106304439030164,6685.805860178712,-5000.0,10000.0,31000,6200.0,3834.057902536163,0.11281879024924507,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1039,0.04576712003466251,0.028398569921856895,-0.04424655594444775,10395.940284387541,-5000.0,22050.0,278257,9275.233333333334,10019.705493928326,-0.34946020952522133,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1040,-0.25345907179094945,-0.044806901759623985,0.2044672049588477,0.0,50000.0,50000.0,50000,50000.0,0.0,-1.6849328755403459,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1043,-0.20186834906239567,-0.058057093974276504,-0.07981003643313178,6976.14984548545,-5000.0,10000.0,36000,6000.0,3464.1016151377544,1.6537487894974658,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1044,-0.09868690360528809,-0.05516836804103483,-0.08558187083446207,2064.1874064527988,-622.0,6000.0,24268,1516.75,2081.6966317565743,0.770924310761506,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1048,-0.25345907179094945,-0.06284188560734547,-0.08776184738115919,0.0,1000.0,1000.0,1000,1000.0,0.0,-1.4281112089989758,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1050,-0.25345907179094945,-0.06136964202793963,-0.06390641453707699,0.0,5000.0,5000.0,5000,5000.0,0.0,1.3969271229560958,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1052,-0.19155020451668492,-0.042267281585148926,-0.045248058134026985,18504.47822246589,-1000.0,50000.0,59100,8442.857142857143,18339.561712579824,-0.32744692382167495,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1053,-0.19155020451668492,-0.058135122883985015,-0.0819786088759581,1911.4446294435452,-12.0,4000.0,13812,1973.142857142857,1907.3146418085148,-1.978443351587626,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1054,0.27276630004029917,-0.004688264220814987,-0.07549006221617459,6112.9647232247835,-1000.0,30000.0,164700,3167.3076923076924,6055.790816505553,1.293210680699004,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1055,-0.21218649360810643,-0.06105679026731589,-0.0867479914852857,1338.6560424545207,-100.0,3000.0,6150,1230.0,1269.6456198483102,-0.7090105426831391,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1056,-0.22250463815381719,-0.0611856115805139,-0.08552540055202648,1108.6778913041726,500.0,3000.0,5500,1375.0,1108.6778913041726,-0.27241370956281014,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1057,-0.2431409272452387,-0.06155220023178595,-0.08029509690096145,3886.258869401265,-496.0,5000.0,6246,3123.0,3715.139028354121,-1.6849328755403459,0,ChannelId_2,financial_services,2,UGX,1,2,2,0,0.929436056385569,-0.29348339401586754,-0.0016632675654343922
CustomerId_1058,0.035448975488951755,-0.058125185239824025,-0.09088464693061943,597.271917841752,-100.0,2000.0,15809,545.1379310344828,577.5383551974171,0.2987931005033405,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1059,-0.1709139154252634,-0.04848751070813857,-0.06721966909875507,6463.573143221772,-5000.0,10000.0,62000,6888.888888888889,3257.470047615344,0.19842601242970193,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1063,-0.1399594817881311,-0.05830553507830124,-0.08710333803702566,1608.6590383033788,-1000.0,5000.0,15675,1306.25,1439.2692669293237,0.17702420688458761,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1064,0.1695848545831916,0.00732892399608514,-0.06651205258879668,6424.71627468643,-5000.0,20000.0,256230,6100.714285714285,5074.82987476819,0.785446964524262,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1068,-0.25345907179094945,-0.06302591605477119,-0.09074377648666945,0.0,500.0,500.0,500,500.0,0.0,0.3696404567906152,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
CustomerId_1070,-0.25345907179094945,-0.06136964202793963,-0.06390641453707699,0.0,5000.0,5000.0,5000,5000.0,0.0,0.6264621233319854,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1071,-0.19155020451668492,0.023759162342254257,0.10758858821954104,57242.85162275515,-1610.0,120000.0,241710,34530.0,56701.49292567172,-0.32744692382167495,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1073,-0.25345907179094945,-0.06284188560734547,-0.08776184738115919,0.0,1000.0,1000.0,1000,1000.0,0.0,1.1401054564147255,0,ChannelId_3,airtime,1,UGX,2,0,1,0,-0.09489375825673708,0.4294477817982869,-0.3596231965204124
CustomerId_1074,0.21085743276603464,-0.0015597466145775883,-0.07200948275857229,5656.405458001928,-14500.0,10000.0,268700,5841.304347826087,3266.4337391076338,-0.38407530371123194,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1078,-0.20186834906239567,-0.05621678950001921,-0.07484015459061466,7626.707459098367,-5000.0,10000.0,41000,6833.333333333333,3763.863263545405,2.167392122580206,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1079,-0.25345907179094945,-0.05584872860516775,0.025551458628231244,0.0,20000.0,20000.0,20000,20000.0,0.0,1.3969271229560958,0,ChannelId_3,airtime,1,UGX,2,0,1,0,-0.09489375825673708,0.4294477817982869,-0.3596231965204124
CustomerId_1080,-0.25345907179094945,-0.06136964202793963,-0.06390641453707699,0.0,5000.0,5000.0,5000,5000.0,0.0,-1.6849328755403459,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1081,-0.2431409272452387,-0.06265785515991974,-0.08925281193391432,353.5533905932738,500.0,1000.0,1500,750.0,353.5533905932738,1.6537487894974658,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
CustomerId_1082,-0.21218649360810643,-0.05621678950001921,-0.07106304439030164,6685.805860178712,-5000.0,10000.0,31000,6200.0,3834.057902536163,0.11281879024924507,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1083,-0.25345907179094945,-0.06302591605477119,-0.09074377648666945,0.0,500.0,500.0,500,500.0,0.0,1.1401054564147255,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1084,-0.25345907179094945,-0.05952933755368234,-0.03408712348197424,0.0,10000.0,10000.0,10000,10000.0,0.0,0.8832837898733554,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1085,-0.22250463815381719,-0.062142569907127694,-0.08940190838918984,1517.3990905493517,-1000.0,2000.0,5100,1275.0,914.2392101268318,1.910570456038836,0,ChannelId_2,financial_services,2,UGX,1,2,2,0,0.929436056385569,-0.29348339401586754,-0.0016632675654343922
CustomerId_1086,0.06640340912608403,-0.03465725452320016,-0.07926782232411317,4114.986567610265,-250.0,15000.0,79354,2479.8125,4109.689670707038,-0.6897489176925365,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1087,-0.1709139154252634,-0.04848751070813857,-0.06721966909875507,6463.573143221772,-5000.0,10000.0,62000,6888.888888888889,3257.470047615344,1.6822845302242846,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1089,1.304580754611375,-0.0007678635993046749,-0.08706927472844979,1695.0127365720368,-175.0,10000.0,175729,1156.1118421052631,1667.8173528620698,-0.23862138501789296,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1091,-0.2431409272452387,-0.062105763817642545,-0.08477991827564892,707.1067811865476,1000.0,2000.0,3000,1500.0,707.1067811865476,1.3969271229560958,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1092,-0.09868690360528809,-0.03928598833685211,-0.06949753160990875,5801.9393309478855,-5000.0,10000.0,97000,6062.5,3473.110997362451,-0.3045164178804814,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1093,0.30372073367743146,-0.047523191163627757,-0.08910425764756709,1912.920128366163,-3500.0,5200.0,81340,1478.909090909091,1429.4027796241708,1.0373767897981778,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
CustomerId_1094,-0.19155020451668492,-0.05126268985531857,-0.06607044308793301,9189.939633979675,-5000.0,20000.0,46190,6598.571428571428,8212.6537095132,0.7365285518497154,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1095,-0.15027762633384187,-0.061415649639796066,-0.09108263206684108,764.5334287239268,-1000.0,2000.0,7125,647.7272727272727,582.2858560722716,-0.6809936336058992,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1096,7.825648107500573,0.6542239193255326,-0.07889801747325788,17819.372756509856,-13000.0,202000.0,2041334,2603.7423469387754,17805.854249027667,-0.5141667579142527,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1098,-0.25345907179094945,-0.05584872860516775,0.025551458628231244,0.0,20000.0,20000.0,20000,20000.0,0.0,-0.6576462093748653,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1099,-0.1709139154252634,-0.06093533017201491,-0.08963052295394562,843.8601779915912,-1000.0,2000.0,8220,913.3333333333334,551.4526271584895,1.0259624935074503,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_11,-0.25345907179094945,-0.06689055545071151,-0.15336428770238522,0.0,-10000.0,-10000.0,10000,10000.0,0.0,0.8832837898733554,0,ChannelId_2,airtime,4,UGX,1,0,3,0,0.929436056385569,0.4294477817982869,0.908407244105744
CustomerId_1101,-0.1709139154252634,-0.041126292811109404,-0.05396665085204273,5873.670062235366,1000.0,15000.0,60000,6666.666666666667,5873.670062235366,-0.37228880210667636,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1102,-0.1193231926967096,-0.041126292811109404,-0.06816631325923452,6169.759644097497,-5000.0,10000.0,92000,6571.428571428572,3367.589544564382,-0.6943350188807752,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1103,-0.25345907179094945,-0.05216811965665316,0.08519004073843674,0.0,30000.0,30000.0,30000,30000.0,0.0,0.11281879024924507,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1104,-0.16059577087955262,-0.04848751070813857,-0.06987027274809754,9321.420969406376,-5000.0,21000.0,84400,8440.0,5583.149250696739,1.987616956001247,0,ChannelId_2,financial_services,2,UGX,1,2,2,0,0.929436056385569,-0.29348339401586754,-0.0016632675654343922
CustomerId_1105,-0.25345907179094945,-0.06302591605477119,-0.09074377648666945,0.0,500.0,500.0,500,500.0,0.0,1.910570456038836,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
CustomerId_1106,-0.25345907179094945,-0.05952933755368234,-0.03408712348197424,0.0,10000.0,10000.0,10000,10000.0,0.0,-2.9690412082471966,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1108,-0.1193231926967096,-0.044806901759623985,-0.07242621198139206,8741.715073003834,-5000.0,20000.0,112000,8000.0,4607.685886729827,0.5897733138260755,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1109,-0.18123205997097416,-0.048561122887108864,-0.0640555109923525,6193.718015630262,-5000.0,10500.0,52200,6525.0,4241.546214025528,-0.14400287629212505,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1111,-0.23282278269952794,-0.06321730772009396,-0.09376546464691987,1000.0666644445926,-1000.0,1000.0,2020,673.3333333333334,565.8032638058332,0.8832837898733554,0,ChannelId_2,financial_services,2,UGX,1,2,2,0,0.929436056385569,-0.29348339401586754,-0.0016632675654343922
CustomerId_1112,-0.20186834906239567,-0.05584872860516775,-0.07384617822211123,6088.2400303098,-5000.0,10000.0,32000,5333.333333333333,4033.195589934446,0.3696404567906152,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1113,-0.02645989178531279,-0.0522785379251086,-0.08602454955447059,3184.930860313962,-5000.0,10000.0,42300,1839.1304347826087,2889.792243308533,0.5371328480132479,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1114,0.324357022768853,-0.043730323642183475,-0.08818821092870144,963.8325492311376,-1000.0,2000.0,59075,1036.4035087719299,844.50204811663,-0.4639035486506738,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
CustomerId_1116,-0.18123205997097416,-0.06101630356888223,-0.08928263122496942,1039.2717230280607,-1000.0,2000.0,8040,1005.0,748.3887454296157,1.2364135813677395,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1117,-0.25345907179094945,-0.06173770292279109,-0.06987027274809754,0.0,4000.0,4000.0,4000,4000.0,0.0,-1.4281112089989758,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1118,-0.016141747239602034,-0.037445683862594815,-0.0763311191433698,6412.736421045005,-5000.0,11000.0,142000,5916.666666666667,3670.28806672632,-0.04769475133911126,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1119,-0.19155020451668492,-0.06120401462525647,-0.08908241598502802,410.13934914158835,-50.0,1000.0,5550,792.8571428571429,376.8604642620522,-0.8410902569044152,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1120,-0.2431409272452387,-0.06248854714828807,-0.0878811245453796,1442.497833620557,-40.0,2000.0,2040,1020.0,1385.9292911256332,-2.455397875164456,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1121,-0.19155020451668492,-0.05875750649596093,-0.0834192895841969,2428.372158867315,-1000.0,5000.0,14781,2111.5714285714284,2044.351067139469,1.323549503944276,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1122,-0.25345907179094945,0.6177027089730017,10.939411984795836,0.0,1850000.0,1850000.0,1850000,1850000.0,0.0,-1.941754542081716,1,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1123,-0.25345907179094945,-0.06284188560734547,-0.08776184738115919,0.0,1000.0,1000.0,1000,1000.0,0.0,-2.712219541705826,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
CustomerId_1124,-0.20186834906239567,-0.05621678950001921,-0.07484015459061466,7626.707459098367,-5000.0,10000.0,41000,6833.333333333333,3763.863263545405,0.4124440678808434,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1125,-0.25345907179094945,-0.06136964202793963,-0.06390641453707699,0.0,5000.0,5000.0,5000,5000.0,0.0,-1.6849328755403459,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1127,0.11799413185463781,-0.029298655955057776,-0.0788748927199533,2946.553053637062,-500.0,10000.0,95465,2580.135135135135,2865.8637263306673,0.1267010424947246,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1129,-0.2431409272452387,-0.06284188560734547,-0.09074377648666945,0.0,500.0,500.0,1000,500.0,0.0,-0.9144678759162355,0,ChannelId_3,airtime,2,UGX,2,0,2,0,-0.09489375825673708,0.4294477817982869,-0.0016632675654343922
CustomerId_1130,-0.22250463815381719,-0.06175242535858515,-0.08782148596326939,1833.1393836803572,-1000.0,3000.0,6040,1510.0,1275.5652341870511,1.6537487894974658,0,ChannelId_2,airtime,2,UGX,1,0,2,0,0.929436056385569,0.4294477817982869,-0.0016632675654343922
CustomerId_1131,-0.15027762633384187,-0.05711853869240528,-0.08475280982923518,2194.9321795279398,-1000.0,5000.0,20170,1833.6363636363637,2058.4327665837072,-0.42417196706452903,0,ChannelId_3,financial_services,2,UGX,2,2,2,0,-0.09489375825673708,-0.29348339401586754,-0.0016632675654343922
CustomerId_1134,-0.1709139154252634,-0.061965900677598995,-0.09148594550848535,430.80915470516385,-50.0,1000.0,3620,402.22222222222223,402.8190591871795,1.083033974961088,0,ChannelId_3,airtime,4,UGX,2,0,3,0,-0.09489375825673708,0.4294477817982869,0.908407244105744
