CustomerId,Recency,Frequency,Monetary,is_high_risk,total_amount,avg_amount,std_amount,min_amount,max_amount,transaction_count,total_value,avg_value,std_value,min_value,max_value,debit_ratio,credit_ratio,transaction_hour_mean,transaction_day_mean,transaction_month_mean,transaction_year_mean,transaction_dayofweek_mean,weekend_transaction_ratio,primary_channel_woe,primary_category_woe,primary_currency_woe,primary_pricing_woe
CustomerId_1028,25,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,9.0,19.0,1.0,2019.0,5.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1029,7,9,75000,0,51000.0,5666.666666666667,8692.669325356856,-5000.0,20000.0,9,75000,8333.333333333334,9357.48363610645,500,21000,0.7777777777777778,0.2222222222222222,9.666666666666666,18.666666666666668,10.11111111111111,2018.111111111111,3.111111111111111,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1030,30,8,4650,0,2350.0,293.75,713.8614811612364,-1000.0,1000.0,8,4650,581.25,471.2729721570231,50,1000,0.5,0.5,12.0,8.375,1.0,2019.0,3.125,0.5,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1031,14,50,145322,0,106838.8,2136.776,4615.395748241059,-5000.0,23000.0,50,145322,2906.44,4439.862404376505,2,23000,0.64,0.36,12.4,15.5,8.26,2018.34,2.46,0.04,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1032,33,2,2000,0,2000.0,1000.0,0.0,1000.0,1000.0,2,2000,1000.0,0.0,1000,1000,1.0,0.0,1.0,11.0,1.0,2019.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1033,66,2,1050,0,950.0,475.0,742.4621202458749,-50.0,1000.0,2,1050,525.0,671.7514421272201,50,1000,0.5,0.5,9.0,9.0,12.0,2018.0,6.0,1.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1034,8,16,63752,0,40508.0,2531.75,7896.613345816885,-5000.0,28000.0,16,63752,3984.5,7657.736044898214,392,28840,0.8125,0.1875,10.8125,13.3125,9.75,2018.1875,2.375,0.125,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1036,90,3,2050,0,-50.0,-16.666666666666668,1000.4165798972613,-1000.0,1000.0,3,2050,683.3333333333334,548.4827557301445,50,1000,0.3333333333333333,0.6666666666666666,9.0,15.0,11.0,2018.0,3.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1038,11,5,31000,0,19000.0,3800.0,6685.805860178712,-5000.0,10000.0,5,31000,6200.0,3834.057902536163,1000,10000,0.6,0.4,13.0,1.0,2.0,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1039,11,30,278257,0,248895.0,8296.5,10395.940284387541,-5000.0,22050.0,30,278257,9275.233333333334,10019.705493928326,25,22050,0.8,0.2,11.2,4.566666666666666,8.0,2018.4,3.966666666666667,0.1,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1040,37,1,50000,0,50000.0,50000.0,0.0,50000.0,50000.0,1,50000,50000.0,0.0,50000,50000,1.0,0.0,6.0,7.0,1.0,2019.0,0.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1043,46,6,36000,0,14000.0,2333.3333333333335,6976.14984548545,-5000.0,10000.0,6,36000,6000.0,3464.1016151377544,1000,10000,0.5,0.5,19.0,28.0,12.0,2018.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1044,47,16,24268,0,21848.5,1365.53125,2064.1874064527988,-622.0,6000.0,16,24268,1516.75,2081.6966317565743,25,6000,0.6875,0.3125,15.5625,23.4375,11.25,2018.0,2.3125,0.125,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1048,42,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,7.0,2.0,1.0,2019.0,2.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1050,53,1,5000,0,5000.0,5000.0,0.0,5000.0,5000.0,1,5000,5000.0,0.0,5000,5000,1.0,0.0,18.0,21.0,12.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1052,23,7,59100,0,56900.0,8128.571428571428,18504.47822246589,-1000.0,50000.0,7,59100,8442.857142857143,18339.561712579824,100,50000,0.7142857142857143,0.2857142857142857,11.285714285714286,26.142857142857142,7.285714285714286,2018.4285714285713,3.4285714285714284,0.5714285714285714,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1053,89,7,13812,0,13788.0,1969.7142857142858,1911.4446294435452,-12.0,4000.0,7,13812,1973.142857142857,1907.3146418085148,12,4000,0.8571428571428571,0.14285714285714285,4.857142857142857,15.285714285714286,11.0,2018.0,3.2857142857142856,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1054,4,52,164700,0,159000.0,3057.6923076923076,6112.9647232247835,-1000.0,30000.0,52,164700,3167.3076923076924,6055.790816505553,20,30000,0.5961538461538461,0.40384615384615385,17.596153846153847,13.057692307692308,7.5,2018.423076923077,2.6346153846153846,0.21153846153846154,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1055,81,5,6150,0,5850.0,1170.0,1338.6560424545207,-100.0,3000.0,5,6150,1230.0,1269.6456198483102,50,3000,0.6,0.4,9.8,19.0,11.0,2018.0,4.2,0.4,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1056,55,4,5500,0,5500.0,1375.0,1108.6778913041726,500.0,3000.0,4,5500,1375.0,1108.6778913041726,500,3000,1.0,0.0,11.5,17.75,12.0,2018.0,2.5,0.25,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1057,90,2,6246,0,4504.0,2252.0,3886.258869401265,-496.0,5000.0,2,6246,3123.0,3715.139028354121,496,5750,0.5,0.5,6.0,15.0,11.0,2018.0,3.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1058,4,29,15809,0,13815.0,476.37931034482756,597.271917841752,-100.0,2000.0,29,15809,545.1379310344828,577.5383551974171,25,2000,0.5172413793103449,0.4827586206896552,13.724137931034482,16.24137931034483,8.344827586206897,2018.3103448275863,2.9655172413793105,0.3793103448275862,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1059,11,9,62000,0,40000.0,4444.444444444444,6463.573143221772,-5000.0,10000.0,9,62000,6888.888888888889,3257.470047615344,1000,10000,0.6666666666666666,0.3333333333333333,13.333333333333334,14.333333333333334,1.4444444444444444,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1063,1,12,15675,0,13325.0,1110.4166666666667,1608.6590383033788,-1000.0,5000.0,12,15675,1306.25,1439.2692669293237,20,5000,0.5833333333333334,0.4166666666666667,13.25,10.916666666666666,2.0,2019.0,0.5,0.08333333333333333,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1064,5,42,256230,0,191650.0,4563.0952380952385,6424.71627468643,-5000.0,20000.0,42,256230,6100.714285714285,5074.82987476819,20,20000,0.6904761904761905,0.30952380952380953,15.619047619047619,15.738095238095237,2.5952380952380953,2018.8809523809523,3.5714285714285716,0.023809523809523808,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1068,52,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,14.0,22.0,12.0,2018.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1070,25,1,5000,0,5000.0,5000.0,0.0,5000.0,5000.0,1,5000,5000.0,0.0,5000,5000,1.0,0.0,15.0,18.0,1.0,2019.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1071,2,7,241710,0,236290.0,33755.71428571428,57242.85162275515,-1610.0,120000.0,7,241710,34530.0,56701.49292567172,100,120000,0.5714285714285714,0.42857142857142855,11.285714285714286,6.0,1.8571428571428572,2019.0,3.5714285714285716,0.5714285714285714,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1073,71,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,17.0,3.0,12.0,2018.0,0.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,1.458347678759948
CustomerId_1074,4,46,268700,0,167500.0,3641.304347826087,5656.405458001928,-14500.0,10000.0,46,268700,5841.304347826087,3266.4337391076338,100,14500,0.782608695652174,0.21739130434782608,11.065217391304348,16.456521739130434,4.826086956521739,2018.6739130434783,3.717391304347826,0.021739130434782608,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1078,46,6,41000,0,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000,6833.333333333333,3763.863263545405,1000,10000,0.5,0.5,21.0,28.0,12.0,2018.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1079,44,1,20000,0,20000.0,20000.0,0.0,20000.0,20000.0,1,20000,20000.0,0.0,20000,20000,1.0,0.0,18.0,30.0,12.0,2018.0,6.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,1.458347678759948
CustomerId_1080,30,1,5000,0,5000.0,5000.0,0.0,5000.0,5000.0,1,5000,5000.0,0.0,5000,5000,1.0,0.0,6.0,14.0,1.0,2019.0,0.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1081,13,2,1500,0,1500.0,750.0,353.5533905932738,500.0,1000.0,2,1500,750.0,353.5533905932738,500,1000,1.0,0.0,19.0,20.5,1.0,2019.0,3.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1082,46,5,31000,0,19000.0,3800.0,6685.805860178712,-5000.0,10000.0,5,31000,6200.0,3834.057902536163,1000,10000,0.6,0.4,13.0,28.0,12.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1083,31,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,17.0,12.0,1.0,2019.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1084,70,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,16.0,4.0,12.0,2018.0,1.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1085,57,4,5100,0,2900.0,725.0,1517.3990905493517,-1000.0,2000.0,4,5100,1275.0,914.2392101268318,100,2000,0.5,0.5,20.0,17.0,12.0,2018.0,0.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1086,4,32,79354,0,77576.0,2424.25,4114.986567610265,-250.0,15000.0,32,79354,2479.8125,4109.689670707038,10,15000,0.65625,0.34375,9.875,17.40625,1.53125,2019.0,2.15625,0.03125,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1087,32,9,62000,0,40000.0,4444.444444444444,6463.573143221772,-5000.0,10000.0,9,62000,6888.888888888889,3257.470047615344,1000,10000,0.6666666666666666,0.3333333333333333,19.11111111111111,20.444444444444443,7.111111111111111,2018.4444444444443,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1089,36,152,175729,0,169651.5,1116.1282894736842,1695.0127365720368,-175.0,10000.0,152,175729,1156.1118421052631,1667.8173528620698,7,10000,0.5921052631578947,0.40789473684210525,11.631578947368421,14.855263157894736,11.618421052631579,2018.0065789473683,3.0592105263157894,0.20394736842105263,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1091,24,2,3000,0,3000.0,1500.0,707.1067811865476,1000.0,2000.0,2,3000,1500.0,707.1067811865476,1000,2000,1.0,0.0,18.0,19.0,1.0,2019.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1092,18,16,97000,0,65000.0,4062.5,5801.9393309478855,-5000.0,10000.0,16,97000,6062.5,3473.110997362451,1000,10000,0.75,0.25,11.375,23.5,5.125,2018.625,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1093,32,55,81340,0,42620.0,774.9090909090909,1912.920128366163,-3500.0,5200.0,55,81340,1478.909090909091,1429.4027796241708,25,5200,0.5636363636363636,0.43636363636363634,16.6,14.181818181818182,9.909090909090908,2018.1818181818182,3.018181818181818,0.21818181818181817,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1094,24,7,46190,0,32460.0,4637.142857142857,9189.939633979675,-5000.0,20000.0,7,46190,6598.571428571428,8212.6537095132,40,20000,0.5714285714285714,0.42857142857142855,15.428571428571429,18.142857142857142,1.0,2019.0,4.142857142857143,0.14285714285714285,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1095,11,11,7125,0,4875.0,443.1818181818182,764.5334287239268,-1000.0,2000.0,11,7125,647.7272727272727,582.2858560722716,25,2000,0.6363636363636364,0.36363636363636365,9.909090909090908,22.363636363636363,1.1818181818181819,2019.0,5.7272727272727275,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1096,6,784,2041334,0,1949226.0,2486.2576530612246,17819.372756509856,-13000.0,202000.0,784,2041334,2603.7423469387754,17805.854249027667,10,202000,0.5242346938775511,0.475765306122449,10.558673469387756,28.07780612244898,1.0051020408163265,2019.0,2.735969387755102,0.30739795918367346,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1098,2,1,20000,0,20000.0,20000.0,0.0,20000.0,20000.0,1,20000,20000.0,0.0,20000,20000,1.0,0.0,10.0,10.0,2.0,2019.0,6.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1099,24,9,8220,0,6180.0,686.6666666666666,843.8601779915912,-1000.0,2000.0,9,8220,913.3333333333334,551.4526271584895,20,2000,0.7777777777777778,0.2222222222222222,16.555555555555557,10.777777777777779,3.4444444444444446,2018.7777777777778,3.888888888888889,0.3333333333333333,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_11,83,1,10000,0,-10000.0,-10000.0,0.0,-10000.0,-10000.0,1,10000,10000.0,0.0,10000,10000,0.0,1.0,16.0,21.0,11.0,2018.0,2.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1101,52,9,60000,0,60000.0,6666.666666666667,5873.670062235366,1000.0,15000.0,9,60000,6666.666666666667,5873.670062235366,1000,15000,1.0,0.0,11.11111111111111,16.666666666666668,12.0,2018.0,4.333333333333333,0.5555555555555556,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1102,5,14,92000,0,60000.0,4285.714285714285,6169.759644097497,-5000.0,10000.0,14,92000,6571.428571428572,3367.589544564382,1000,10000,0.7142857142857143,0.2857142857142857,9.857142857142858,11.571428571428571,1.6428571428571428,2019.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1103,47,1,30000,0,30000.0,30000.0,0.0,30000.0,30000.0,1,30000,30000.0,0.0,30000,30000,1.0,0.0,13.0,27.0,12.0,2018.0,3.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1104,4,10,84400,0,40000.0,4000.0,9321.420969406376,-5000.0,21000.0,10,84400,8440.0,5583.149250696739,1000,21000,0.5,0.5,20.3,7.2,2.0,2019.0,3.2,0.1,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1105,26,1,500,0,500.0,500.0,0.0,500.0,500.0,1,500,500.0,0.0,500,500,1.0,0.0,20.0,17.0,1.0,2019.0,3.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1106,87,1,10000,0,10000.0,10000.0,0.0,10000.0,10000.0,1,10000,10000.0,0.0,10000,10000,1.0,0.0,1.0,18.0,11.0,2018.0,6.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1108,1,14,112000,0,50000.0,3571.4285714285716,8741.715073003834,-5000.0,20000.0,14,112000,8000.0,4607.685886729827,1000,20000,0.5,0.5,14.857142857142858,13.642857142857142,1.5714285714285714,2019.0,3.857142857142857,0.14285714285714285,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1109,46,8,52200,0,39800.0,4975.0,6193.718015630262,-5000.0,10500.0,8,52200,6525.0,4241.546214025528,200,10500,0.625,0.375,12.0,28.0,12.0,2018.0,4.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1111,68,3,2020,0,-20.0,-6.666666666666667,1000.0666644445926,-1000.0,1000.0,3,2020,673.3333333333334,565.8032638058332,20,1000,0.3333333333333333,0.6666666666666666,16.0,6.0,12.0,2018.0,3.0,0.0,0.4311943540739834,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1112,11,6,32000,0,20000.0,3333.3333333333335,6088.2400303098,-5000.0,10000.0,6,32000,5333.333333333333,4033.195589934446,1000,10000,0.6666666666666666,0.3333333333333333,14.0,1.0,2.0,2019.0,4.0,0.0,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1113,64,23,42300,0,29700.0,1291.304347826087,3184.930860313962,-5000.0,10000.0,23,42300,1839.1304347826087,2889.792243308533,50,10000,0.6521739130434783,0.34782608695652173,14.652173913043478,7.304347826086956,12.0,2018.0,3.6956521739130435,0.30434782608695654,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1114,0,57,59075,0,52925.0,928.5087719298245,963.8325492311376,-1000.0,2000.0,57,59075,1036.4035087719299,844.50204811663,35,2000,0.5614035087719298,0.43859649122807015,10.75438596491228,13.789473684210526,6.017543859649122,2018.561403508772,2.6140350877192984,0.21052631578947367,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1116,4,8,8040,0,5960.0,745.0,1039.2717230280607,-1000.0,2000.0,8,8040,1005.0,748.3887454296157,20,2000,0.625,0.375,17.375,14.0,1.25,2019.0,4.25,0.75,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1117,73,1,4000,0,4000.0,4000.0,0.0,4000.0,4000.0,1,4000,4000.0,0.0,4000,4000,1.0,0.0,7.0,2.0,12.0,2018.0,6.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1118,0,24,142000,0,70000.0,2916.6666666666665,6412.736421045005,-5000.0,11000.0,24,142000,5916.666666666667,3670.28806672632,1000,11000,0.6666666666666666,0.3333333333333333,12.375,10.625,1.5416666666666667,2019.0,3.2083333333333335,0.041666666666666664,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1119,26,7,5550,0,5450.0,778.5714285714286,410.13934914158835,-50.0,1000.0,7,5550,792.8571428571429,376.8604642620522,50,1000,0.8571428571428571,0.14285714285714285,9.285714285714286,11.285714285714286,1.0,2019.0,4.285714285714286,0.42857142857142855,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1120,62,2,2040,0,1960.0,980.0,1442.497833620557,-40.0,2000.0,2,2040,1020.0,1385.9292911256332,40,2000,0.5,0.5,3.0,13.0,12.0,2018.0,3.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1121,15,7,14781,0,12097.02,1728.1457142857143,2428.372158867315,-1000.0,5000.0,7,14781,2111.5714285714284,2044.351067139469,92,5000,0.5714285714285714,0.42857142857142855,17.714285714285715,26.857142857142858,1.0,2019.0,2.857142857142857,0.5714285714285714,-0.33750847788543664,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1122,64,1,1850000,0,1850000.0,1850000.0,0.0,1850000.0,1850000.0,1,1850000,1850000.0,0.0,1850000,1850000,1.0,0.0,5.0,11.0,12.0,2018.0,1.0,0.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
CustomerId_1123,46,1,1000,0,1000.0,1000.0,0.0,1000.0,1000.0,1,1000,1000.0,0.0,1000,1000,1.0,0.0,2.0,29.0,12.0,2018.0,5.0,1.0,-0.33750847788543664,-0.8430518131541136,0.0,0.7896345235372848
CustomerId_1124,32,6,41000,0,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000,6833.333333333333,3763.863263545405,1000,10000,0.5,0.5,14.166666666666666,11.0,1.0,2019.0,4.0,0.0,0.4311943540739834,-0.8430518131541136,0.0,-0.3872715751354502
CustomerId_1125,31,1,5000,0,5000.0,5000.0,0.0,5000.0,5000.0,1,5000,5000.0,0.0,5000,5000,1.0,0.0,6.0,13.0,1.0,2019.0,6.0,1.0,-0.33750847788543664,-0.3092485788313673,0.0,-0.3872715751354502
